   t         Omega F_0 0       Omega F_0 0.5       Omega F_0 1.2
 92.04  -0.86951576114E-10  -0.26867294778E+00   0.41513157490E-01
 92.07  -0.87025244322E-10  -0.25885938956E+00   0.19490477121E-01
 92.10  -0.87019484788E-10  -0.24898628978E+00  -0.21246908267E-02
 92.13  -0.86935494111E-10  -0.23905619973E+00  -0.23307110026E-01
 92.16  -0.86774521348E-10  -0.22907155668E+00  -0.44032309231E-01
 92.19  -0.86537866109E-10  -0.21903468884E+00  -0.64276612926E-01
 92.22  -0.86226876618E-10  -0.20894782070E+00  -0.84017169704E-01
 92.25  -0.85842947780E-10  -0.19881307864E+00  -0.10323197839E+00
 92.28  -0.85387519223E-10  -0.18863249694E+00  -0.12189991193E+00
 92.31  -0.84862073326E-10  -0.17840802394E+00  -0.14000073909E+00
 92.34  -0.84268133252E-10  -0.16814152856E+00  -0.15751514391E+00
 92.37  -0.83607260959E-10  -0.15783480701E+00  -0.17442474297E+00
 92.40  -0.82881055215E-10  -0.14748958970E+00  -0.19071210048E+00
 92.43  -0.82091149608E-10  -0.13710754831E+00  -0.20636074116E+00
 92.46  -0.81239210550E-10  -0.12669030313E+00  -0.22135516086E+00
 92.49  -0.80326935289E-10  -0.11623943036E+00  -0.23568083501E+00
 92.52  -0.79356049915E-10  -0.10575646969E+00  -0.24932422488E+00
 92.55  -0.78328307376E-10  -0.95242931898E-01  -0.26227278149E+00
 92.58  -0.77245485499E-10  -0.84700306494E-01  -0.27451494746E+00
 92.61  -0.76109385014E-10  -0.74130069489E-01  -0.28604015646E+00
 92.64  -0.74921827589E-10  -0.63533691148E-01  -0.29683883058E+00
 92.67  -0.73684653880E-10  -0.52912643767E-01  -0.30690237539E+00
 92.70  -0.72399721589E-10  -0.42268409446E-01  -0.31622317285E+00
 92.73  -0.71068903533E-10  -0.31602487837E-01  -0.32479457210E+00
 92.76  -0.69694085734E-10  -0.20916403841E-01  -0.33261087808E+00
 92.79  -0.68277165525E-10  -0.10211715245E-01  -0.33966733809E+00
 92.82  -0.66820049670E-10   0.50997971973E-03  -0.34596012641E+00
 92.85  -0.65324652509E-10   0.11247034926E-01  -0.35148632691E+00
 92.88  -0.63792894117E-10   0.21997749015E-01  -0.35624391392E+00
 92.91  -0.62226698497E-10   0.32760358198E-01  -0.36023173122E+00
 92.94  -0.60627991782E-10   0.43533029215E-01  -0.36344946960E+00
 92.97  -0.58998700476E-10   0.54313852467E-01  -0.36589764272E+00
 93.00  -0.57340749708E-10   0.65100835340E-01  -0.36757756171E+00
 93.03  -0.55656061528E-10   0.75891895742E-01  -0.36849130855E+00
 93.06  -0.53946553215E-10   0.86684855869E-01  -0.36864170834E+00
 93.09  -0.52214135628E-10   0.97477436218E-01  -0.36803230067E+00
 93.12  -0.50460711583E-10   0.10826724987E+00  -0.36666731025E+00
 93.15  -0.48688174259E-10   0.11905179707E+00  -0.36455161702E+00
 93.18  -0.46898405638E-10   0.12982846008E+00  -0.36169072583E+00
 93.21  -0.45093274980E-10   0.14059449840E+00  -0.35809073595E+00
 93.24  -0.43274637336E-10   0.15134704432E+00  -0.35375831054E+00
 93.27  -0.41444332082E-10   0.16208309881E+00  -0.34870064636E+00
 93.30  -0.39604181508E-10   0.17279952782E+00  -0.34292544378E+00
 93.33  -0.37755989430E-10   0.18349305901E+00  -0.33644087733E+00
 93.36  -0.35901539842E-10   0.19416027886E+00  -0.32925556701E+00
 93.39  -0.34042595612E-10   0.20479763022E+00  -0.32137855047E+00
 93.42  -0.32180897209E-10   0.21540141037E+00  -0.31281925627E+00
 93.45  -0.30318161475E-10   0.22596776953E+00  -0.30358747827E+00
 93.48  -0.28456080432E-10   0.23649270989E+00  -0.29369335152E+00
 93.51  -0.26596320132E-10   0.24697208512E+00  -0.28314732952E+00
 93.54  -0.24740519548E-10   0.25740160048E+00  -0.27196016319E+00
 93.57  -0.22890289506E-10   0.26777681344E+00  -0.26014288152E+00
 93.60  -0.21047211654E-10   0.27809313486E+00  -0.24770677416E+00
 93.63  -0.19212837478E-10   0.28834583083E+00  -0.23466337583E+00
 93.66  -0.17388687362E-10   0.29853002503E+00  -0.22102445281E+00
 93.69  -0.15576249679E-10   0.30864070172E+00  -0.20680199152E+00
 93.72  -0.13776979937E-10   0.31867270939E+00  -0.19200818914E+00
 93.75  -0.11992299958E-10   0.32862076503E+00  -0.17665544652E+00
 93.78  -0.10223597110E-10   0.33847945901E+00  -0.16075636311E+00
 93.81  -0.84722235664E-11   0.34824326063E+00  -0.14432373423E+00
 93.84  -0.67394956251E-11   0.35790652434E+00  -0.12737055041E+00
 93.87  -0.50266930568E-11   0.36746349655E+00  -0.10990999895E+00
 93.90  -0.33350585032E-11   0.37690832319E+00  -0.91955467552E-01
 93.93  -0.16657969154E-11   0.38623505776E+00  -0.73520550081E-01
 93.96  -0.20075034067E-13   0.39543767020E+00  -0.54619054272E-01
 93.99   0.16009790865E-11   0.40451005622E+00  -0.35265011411E-01
 94.02   0.31962765141E-11   0.41344604733E+00  -0.15472687836E-01
 94.05   0.47647678315E-11   0.42223942147E+00   0.47434018287E-02
 94.08   0.63054434880E-11   0.43088391414E+00   0.25368479822E-01
 94.11   0.78173341105E-11   0.43937323014E+00   0.46387488920E-01
 94.14   0.92995107730E-11   0.44770105581E+00   0.67785074777E-01
 94.17   0.10751085226E-10   0.45586107175E+00   0.89545567091E-01
 94.20   0.12171210085E-10   0.46384696597E+00   0.11165295979E+00
 94.23   0.13559078983E-10   0.47165244752E+00   0.13409089038E+00
 94.26   0.14913926676E-10   0.47927126035E+00   0.15684261876E+00
 94.29   0.16235029119E-10   0.48669719768E+00   0.17989100556E+00
 94.32   0.17521703500E-10   0.49392411642E+00   0.20321849043E+00
 94.35   0.18773308231E-10   0.50094595200E+00   0.22680707038E+00
 94.38   0.19989242915E-10   0.50775673321E+00   0.25063827845E+00
 94.41   0.21168948259E-10   0.51435059724E+00   0.27469316312E+00
 94.44   0.22311905970E-10   0.52072180467E+00   0.29895226857E+00
 94.47   0.23417638600E-10   0.52686475447E+00   0.32339561622E+00
 94.50   0.24485709366E-10   0.53277399892E+00   0.34800268777E+00
 94.53   0.25515721931E-10   0.53844425834E+00   0.37275241021E+00
 94.56   0.26507320159E-10   0.54387043555E+00   0.39762314301E+00
 94.59   0.27460187825E-10   0.54904763010E+00   0.42259266783E+00
 94.62   0.28374048307E-10   0.55397115204E+00   0.44763818125E+00
 94.65   0.29248664238E-10   0.55863653531E+00   0.47273629070E+00
 94.68   0.30083837132E-10   0.56303955058E+00   0.49786301411E+00
 94.71   0.30879406980E-10   0.56717621752E+00   0.52299378350E+00
 94.74   0.31635251814E-10   0.57104281639E+00   0.54810345297E+00
 94.77   0.32351287248E-10   0.57463589897E+00   0.57316631135E+00
 94.80   0.33027465992E-10   0.57795229865E+00   0.59815609994E+00
 94.83   0.33663777336E-10   0.58098913975E+00   0.62304603550E+00
 94.86   0.34260246610E-10   0.58374384591E+00   0.64780883900E+00
 94.89   0.34816934624E-10   0.58621414756E+00   0.67241677013E+00
 94.92   0.35333937075E-10   0.58839808841E+00   0.69684166797E+00
 94.95   0.35811383947E-10   0.59029403097E+00   0.72105499795E+00
 94.98   0.36249438870E-10   0.59190066089E+00   0.74502790522E+00
 95.01   0.36648298474E-10   0.59321699038E+00   0.76873127445E+00
 95.04   0.37008191715E-10   0.59424236041E+00   0.79213579623E+00
 95.07   0.37329379185E-10   0.59497644187E+00   0.81521203978E+00
 95.10   0.37612152402E-10   0.59541923557E+00   0.83793053208E+00
 95.13   0.37856833084E-10   0.59557107111E+00   0.86026184304E+00
 95.16   0.38063772405E-10   0.59543260464E+00   0.88217667647E+00
 95.19   0.38233350242E-10   0.59500481556E+00   0.90364596653E+00
 95.22   0.38365974396E-10   0.59428900203E+00   0.92464097910E+00
 95.25   0.38462079810E-10   0.59328677549E+00   0.94513341757E+00
 95.28   0.38522127772E-10   0.59200005417E+00   0.96509553241E+00
 95.31   0.38546605099E-10   0.59043105548E+00   0.98450023378E+00
 95.34   0.38536023321E-10   0.58858228760E+00   0.10033212064E+01
 95.37   0.38490917849E-10   0.58645654004E+00   0.10215330255E+01
 95.40   0.38411847134E-10   0.58405687342E+00   0.10391112738E+01
 95.43   0.38299391816E-10   0.58138660842E+00   0.10560326570E+01
 95.46   0.38154153876E-10   0.57844931401E+00   0.10722751185E+01
 95.49   0.37976755766E-10   0.57524879498E+00   0.10878179502E+01
 95.52   0.37767839548E-10   0.57178907893E+00   0.11026419009E+01
 95.55   0.37528066017E-10   0.56807440264E+00   0.11167292779E+01
 95.58   0.37258113830E-10   0.56410919807E+00   0.11300640444E+01
 95.61   0.36958678624E-10   0.55989807787E+00   0.11426319078E+01
 95.64   0.36630472134E-10   0.55544582070E+00   0.11544204011E+01
 95.67   0.36274221317E-10   0.55075735618E+00   0.11654189546E+01
 95.70   0.35890667463E-10   0.54583774978E+00   0.11756189572E+01
 95.73   0.35480565317E-10   0.54069218754E+00   0.11850138074E+01
 95.76   0.35044682193E-10   0.53532596082E+00   0.11935989521E+01
 95.79   0.34583797103E-10   0.52974445107E+00   0.12013719138E+01
 95.82   0.34098699871E-10   0.52395311473E+00   0.12083323046E+01
 95.85   0.33590190269E-10   0.51795746829E+00   0.12144818278E+01
 95.88   0.33059077138E-10   0.51176307363E+00   0.12198242664E+01
 95.91   0.32506177536E-10   0.50537552363E+00   0.12243654587E+01
 95.94   0.31932315867E-10   0.49880042814E+00   0.12281132606E+01
 95.97   0.31338323040E-10   0.49204340038E+00   0.12310774959E+01
 96.00   0.30725035614E-10   0.48511004379E+00   0.12332698949E+01
 96.03   0.30093294967E-10   0.47800593936E+00   0.12347040204E+01
 96.06   0.29443946465E-10   0.47073663353E+00   0.12353951845E+01
 96.09   0.28777838638E-10   0.46330762668E+00   0.12353603543E+01
 96.12   0.28095822374E-10   0.45572436214E+00   0.12346180496E+01
 96.15   0.27398750114E-10   0.44799221598E+00   0.12331882324E+01
 96.18   0.26687475063E-10   0.44011648733E+00   0.12310921893E+01
 96.21   0.25962850410E-10   0.43210238942E+00   0.12283524091E+01
 96.24   0.25225728561E-10   0.42395504137E+00   0.12249924554E+01
 96.27   0.24476960384E-10   0.41567946057E+00   0.12210368357E+01
 96.30   0.23717394466E-10   0.40728055591E+00   0.12165108693E+01
 96.33   0.22947876381E-10   0.39876312157E+00   0.12114405538E+01
 96.36   0.22169247979E-10   0.39013183165E+00   0.12058524313E+01
 96.39   0.21382346680E-10   0.38139123547E+00   0.11997734569E+01
 96.42   0.20588004788E-10   0.37254575355E+00   0.11932308690E+01
 96.45   0.19787048820E-10   0.36359967435E+00   0.11862520629E+01
 96.48   0.18980298848E-10   0.35455715160E+00   0.11788644681E+01
 96.51   0.18168567857E-10   0.34542220244E+00   0.11710954316E+01
 96.54   0.17352661119E-10   0.33619870607E+00   0.11629721051E+01
 96.57   0.16533375587E-10   0.32689040316E+00   0.11545213400E+01
 96.60   0.15711499301E-10   0.31750089583E+00   0.11457695879E+01
 96.63   0.14887810809E-10   0.30803364821E+00   0.11367428083E+01
 96.66   0.14063078615E-10   0.29849198765E+00   0.11274663835E+01
 96.69   0.13238060633E-10   0.28887910640E+00   0.11179650416E+01
 96.72   0.12413503666E-10   0.27919806391E+00   0.11082627862E+01
 96.75   0.11590142900E-10   0.26945178957E+00   0.10983828339E+01
 96.78   0.10768701417E-10   0.25964308597E+00   0.10883475601E+01
 96.81   0.99498897256E-11   0.24977463262E+00   0.10781784507E+01
 96.84   0.91344053085E-11   0.23984899007E+00   0.10678960630E+01
 96.87   0.83229321928E-11   0.22986860450E+00   0.10575199918E+01
 96.90   0.75161405349E-11   0.21983581260E+00   0.10470688435E+01
 96.93   0.67146862254E-11   0.20975284693E+00   0.10365602162E+01
 96.96   0.59192105129E-11   0.19962184148E+00   0.10260106857E+01
 96.99   0.51303396466E-11   0.18944483762E+00   0.10154357973E+01
 97.02   0.43486845377E-11   0.17922379031E+00   0.10048500637E+01
 97.05   0.35748404393E-11   0.16896057455E+00   0.99426696659E+00
 97.08   0.28093866459E-11   0.15865699208E+00   0.98369896365E+00
 97.11   0.20528862115E-11   0.14831477829E+00   0.97315749949E+00
 97.14   0.13058856861E-11   0.13793560930E+00   0.96265302026E+00
 97.17   0.56891487136E-12   0.12752110919E+00   0.95219499160E+00
 97.20  -0.15751340451E-12   0.11707285742E+00   0.94179191960E+00
 97.23  -0.87290349419E-12   0.10659239630E+00   0.93145137430E+00
 97.26  -0.15767771194E-11   0.96081238627E-01   0.92118001544E+00
 97.29  -0.22686735408E-11   0.85540875327E-01   0.91098362009E+00
 97.32  -0.29481497097E-11   0.74972783201E-01   0.90086711187E+00
 97.35  -0.36147804013E-11   0.64378432686E-01   0.89083459138E+00
 97.38  -0.42681583302E-11   0.53759295630E-01   0.88088936766E+00
 97.41  -0.49078942476E-11   0.43116853071E-01   0.87103399041E+00
 97.44  -0.55336170215E-11   0.32452602978E-01   0.86127028261E+00
 97.47  -0.61449736984E-11   0.21768067961E-01   0.85159937350E+00
 97.50  -0.67416295489E-11   0.11064802910E-01   0.84202173158E+00
 97.53  -0.73232680950E-11   0.34440256104E-03   0.83253719754E+00
 97.56  -0.78895911216E-11  -0.10391491043E-01   0.82314501692E+00
 97.59  -0.84403186708E-11  -0.21141181207E-01   0.81384387237E+00
 97.62  -0.89751890200E-11  -0.31902909374E-01   0.80463191539E+00
 97.65  -0.94939586438E-11  -0.42674848071E-01   0.79550679745E+00
 97.68  -0.99964021605E-11  -0.53455094025E-01   0.78646570041E+00
 97.71  -0.10482312263E-10  -0.64241661472E-01   0.77750536609E+00
 97.74  -0.10951499632E-10  -0.75032475678E-01   0.76862212507E+00
 97.77  -0.11403792841E-10  -0.85825366681E-01   0.75981192453E+00
 97.80  -0.11839038239E-10  -0.96618063293E-01   0.75107035516E+00
 97.83  -0.12257099821E-10  -0.10740818735E+00   0.74239267710E+00
 97.86  -0.12657859089E-10  -0.11819324828E+00   0.73377384493E+00
 97.89  -0.13041214896E-10  -0.12897063791E+00   0.72520853160E+00
 97.92  -0.13407083272E-10  -0.13973762569E+00   0.71669115139E+00
 97.95  -0.13755397247E-10  -0.15049135419E+00   0.70821588191E+00
 97.98  -0.14086106655E-10  -0.16122883498E+00   0.69977668502E+00
 98.01  -0.14399177926E-10  -0.17194694490E+00   0.69136732691E+00
 98.04  -0.14694593868E-10  -0.18264242272E+00   0.68298139705E+00
 98.07  -0.14972353436E-10  -0.19331186626E+00   0.67461232640E+00
 98.10  -0.15232471493E-10  -0.20395172988E+00   0.66625340459E+00
 98.13  -0.15474978554E-10  -0.21455832253E+00   0.65789779623E+00
 98.16  -0.15699920529E-10  -0.22512780617E+00   0.64953855644E+00
 98.19  -0.15907358445E-10  -0.23565619481E+00   0.64116864551E+00
 98.22  -0.16097368171E-10  -0.24613935394E+00   0.63278094277E+00
 98.25  -0.16270040119E-10  -0.25657300064E+00   0.62436825977E+00
 98.28  -0.16425478952E-10  -0.26695270409E+00   0.61592335265E+00
 98.31  -0.16563803271E-10  -0.27727388679E+00   0.60743893392E+00
 98.34  -0.16685145302E-10  -0.28753182626E+00   0.59890768354E+00
 98.37  -0.16789650573E-10  -0.29772165743E+00   0.59032225937E+00
 98.40  -0.16877477578E-10  -0.30783837553E+00   0.58167530705E+00
 98.43  -0.16948797449E-10  -0.31787683973E+00   0.57295946934E+00
 98.46  -0.17003793604E-10  -0.32783177730E+00   0.56416739490E+00
 98.49  -0.17042661403E-10  -0.33769778850E+00   0.55529174655E+00
 98.52  -0.17065607789E-10  -0.34746935207E+00   0.54632520914E+00
 98.55  -0.17072850932E-10  -0.35714083134E+00   0.53726049685E+00
 98.58  -0.17064619863E-10  -0.36670648109E+00   0.52809036012E+00
 98.61  -0.17041154101E-10  -0.37616045493E+00   0.51880759222E+00
 98.64  -0.17002703287E-10  -0.38549681342E+00   0.50940503530E+00
 98.67  -0.16949526803E-10  -0.39470953282E+00   0.49987558617E+00
 98.70  -0.16881893392E-10  -0.40379251438E+00   0.49021220168E+00
 98.73  -0.16800080777E-10  -0.41273959436E+00   0.48040790374E+00
 98.76  -0.16704375280E-10  -0.42154455456E+00   0.47045578404E+00
 98.79  -0.16595071427E-10  -0.43020113342E+00   0.46034900837E+00
 98.82  -0.16472471567E-10  -0.43870303776E+00   0.45008082068E+00
 98.85  -0.16336885481E-10  -0.44704395492E+00   0.43964454677E+00
 98.88  -0.16188629990E-10  -0.45521756549E+00   0.42903359775E+00
 98.91  -0.16028028564E-10  -0.46321755640E+00   0.41824147304E+00
 98.94  -0.15855410933E-10  -0.47103763449E+00   0.40726176319E+00
 98.97  -0.15671112697E-10  -0.47867154046E+00   0.39608815229E+00
 99.00  -0.15475474933E-10  -0.48611306302E+00   0.38471442014E+00
 99.03  -0.15268843808E-10  -0.49335605352E+00   0.37313444399E+00
 99.06  -0.15051570191E-10  -0.50039444057E+00   0.36134220007E+00
 99.09  -0.14824009265E-10  -0.50722224498E+00   0.34933176465E+00
 99.12  -0.14586520144E-10  -0.51383359475E+00   0.33709731487E+00
 99.15  -0.14339465492E-10  -0.52022274009E+00   0.32463312917E+00
 99.18  -0.14083211141E-10  -0.52638406841E+00   0.31193358732E+00
 99.21  -0.13818125715E-10  -0.53231211924E+00   0.29899317016E+00
 99.24  -0.13544580257E-10  -0.53800159896E+00   0.28580645888E+00
 99.27  -0.13262947859E-10  -0.54344739536E+00   0.27236813398E+00
 99.30  -0.12973603294E-10  -0.54864459179E+00   0.25867297383E+00
 99.33  -0.12676922654E-10  -0.55358848106E+00   0.24471585273E+00
 99.36  -0.12373282994E-10  -0.55827457879E+00   0.23049173875E+00
 99.39  -0.12063061974E-10  -0.56269863635E+00   0.21599569096E+00
 99.42  -0.11746637513E-10  -0.56685665314E+00   0.20122285638E+00
 99.45  -0.11424387445E-10  -0.57074488827E+00   0.18616846650E+00
 99.48  -0.11096689180E-10  -0.57435987150E+00   0.17082783331E+00
 99.51  -0.10763919369E-10  -0.57769841346E+00   0.15519634500E+00
 99.54  -0.10426453577E-10  -0.58075761497E+00   0.13926946124E+00
 99.57  -0.10084665964E-10  -0.58353487555E+00   0.12304270805E+00
 99.60  -0.97389289654E-11  -0.58602790095E+00   0.10651167230E+00
 99.63  -0.93896129860E-11  -0.58823470972E+00   0.89671995847E-01
 99.66  -0.90370860946E-11  -0.59015363881E+00   0.72519369375E-01
 99.69  -0.86817137290E-11  -0.59178334799E+00   0.55049525847E-01
 99.72  -0.83238584067E-11  -0.59312282337E+00   0.37258233754E-01
 99.75  -0.79638794415E-11  -0.59417137970E+00   0.19141290082E-01
 99.78  -0.76021326694E-11  -0.59492866157E+00   0.69451310766E-03
 99.81  -0.72389701795E-11  -0.59539464355E+00  -0.18086264954E-01
 99.84  -0.68747400537E-11  -0.59556962910E+00  -0.37205205385E-01
 99.87  -0.65097861138E-11  -0.59545424851E+00  -0.56666470403E-01
 99.90  -0.61444476754E-11  -0.59504945556E+00  -0.76474230547E-01
 99.93  -0.57790593108E-11  -0.59435652323E+00  -0.96632671902E-01
 99.96  -0.54139506182E-11  -0.59337703824E+00  -0.11714600308E+00
 99.99  -0.50494460004E-11  -0.59211289463E+00  -0.13801846186E+00
100.02  -0.46858644506E-11  -0.59056628631E+00  -0.15925432130E+00
100.05  -0.43235193459E-11  -0.58873969863E+00  -0.18085789535E+00
100.08  -0.39627182504E-11  -0.58663589905E+00  -0.20283354357E+00
100.11  -0.36037627250E-11  -0.58425792701E+00  -0.22518567507E+00
100.14  -0.32469481459E-11  -0.58160908289E+00  -0.24791875131E+00
100.17  -0.28925635322E-11  -0.57869291634E+00  -0.27103728755E+00
100.20  -0.25408913806E-11  -0.57551321386E+00  -0.29454585300E+00
100.23  -0.21922075090E-11  -0.57207398577E+00  -0.31844906905E+00
100.26  -0.18467809086E-11  -0.56837945272E+00  -0.34275160569E+00
100.29  -0.15048736045E-11  -0.56443403164E+00  -0.36745817568E+00
100.32  -0.11667405237E-11  -0.56024232134E+00  -0.39257352617E+00
100.35  -0.83262937264E-12  -0.55580908780E+00  -0.41810242756E+00
100.38  -0.50278052241E-12  -0.55113924917E+00  -0.44404965919E+00
100.41  -0.17742690245E-12  -0.54623786067E+00  -0.47041999158E+00
100.44   0.14320609741E-12  -0.54111009928E+00  -0.49721816476E+00
100.47   0.45890071679E-12  -0.53576124855E+00  -0.52444886237E+00
100.50   0.76944690623E-12  -0.53019668331E+00  -0.55211668104E+00
100.53   0.10746424006E-11  -0.52442185456E+00  -0.58022609473E+00
100.56   0.13742927844E-11  -0.51844227457E+00  -0.60878141336E+00
100.59   0.16682115490E-11  -0.51226350212E+00  -0.63778673549E+00
100.62   0.19562201417E-11  -0.50589112816E+00  -0.66724589435E+00
100.65   0.22381480073E-11  -0.49933076167E+00  -0.69716239678E+00
